X,Age,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Department,Gender,MartialStatus,Over18,OverTime,EducationFiled,JobRole,Attrition
639,25,4,1,1,885,3,87,2,2,1,1,12,3,1,0,5,1,4,5,2,0,3,3,3,1,2,1,1,3,8,0
640,49,1,3,1,887,3,36,3,1,1,2,16,3,2,1,7,2,3,4,2,0,2,3,2,2,2,1,1,6,7,0
641,24,4,1,1,888,1,46,2,1,4,0,17,3,4,0,6,2,2,5,2,3,4,1,2,1,2,1,1,2,3,0
642,32,5,2,1,889,2,48,3,2,2,1,14,3,4,1,10,3,3,10,8,5,3,2,3,1,2,1,1,2,8,0
643,38,9,3,1,893,2,98,2,1,2,0,19,3,4,1,3,3,3,2,2,1,2,3,3,1,2,1,1,3,9,0
644,42,3,3,1,894,3,95,4,2,4,2,13,3,2,1,17,1,2,5,3,1,3,3,2,2,2,1,0,2,3,0
645,31,11,4,1,895,4,48,3,1,4,3,19,3,2,1,8,2,3,6,4,0,2,3,2,1,2,1,0,2,7,0
646,29,1,3,1,896,2,48,2,1,3,6,19,3,3,3,5,3,3,3,2,0,2,3,3,2,1,1,0,4,9,1
647,53,8,3,1,897,1,73,3,4,4,5,14,3,3,1,28,3,3,2,0,2,2,3,3,1,2,1,1,3,8,0
648,35,25,3,1,899,4,78,2,3,2,3,16,3,1,0,16,2,3,13,10,4,8,3,2,1,2,1,1,6,5,0
649,37,21,2,1,900,3,54,3,1,4,5,15,3,2,1,10,3,3,5,4,0,0,2,3,2,2,1,1,4,9,0
650,53,23,4,1,901,4,72,3,4,4,6,18,3,3,0,33,0,3,12,9,3,8,3,2,2,3,1,1,2,6,0
651,43,1,3,1,902,4,33,3,2,4,4,13,3,2,1,12,2,2,5,2,2,2,2,2,2,2,1,1,2,1,0
652,47,2,2,1,903,3,35,3,2,4,0,22,4,1,1,8,2,3,7,6,7,7,3,3,2,2,1,0,3,8,0
653,37,19,2,1,904,1,32,3,3,2,1,13,3,4,0,10,2,3,10,0,0,9,1,3,1,3,1,0,4,8,0
654,50,2,4,1,905,1,98,3,4,1,1,11,3,4,1,31,3,3,31,6,14,7,1,2,1,1,1,1,2,4,0
655,39,2,3,1,909,4,42,2,2,4,8,11,3,3,2,13,2,3,5,4,0,4,3,1,2,2,1,1,2,2,0
656,33,3,2,1,910,4,57,3,1,2,3,11,3,3,1,7,4,4,4,3,0,3,3,1,1,1,1,0,1,2,0
657,32,25,4,1,911,1,87,3,1,4,1,24,4,3,0,1,2,1,1,0,0,1,3,2,1,3,1,0,2,3,1
658,29,7,1,1,912,1,62,2,1,4,6,14,3,3,3,8,5,3,4,3,0,3,3,2,2,1,1,1,4,3,0
659,44,9,2,1,913,2,61,3,1,1,1,13,3,4,0,8,0,3,8,7,7,1,3,2,1,2,1,0,2,7,0
660,28,5,4,1,916,1,98,3,2,4,1,14,3,2,0,4,3,3,4,2,0,2,3,3,1,3,1,1,4,8,0
661,58,2,1,1,918,4,57,2,1,4,9,14,3,4,1,3,3,2,1,0,0,0,2,2,1,1,1,0,2,3,1
662,43,8,3,1,920,1,55,3,2,2,4,21,4,3,1,4,2,4,1,0,0,0,3,2,2,1,1,1,2,5,0
663,20,2,3,1,922,3,49,2,1,3,1,13,3,4,0,2,3,2,2,2,0,2,3,3,2,3,1,1,4,9,1
664,21,18,1,1,923,4,65,3,1,4,1,19,3,1,0,1,3,2,1,0,0,0,3,2,2,3,1,1,5,7,1
665,36,14,1,1,924,3,68,3,2,4,0,17,3,1,1,17,2,2,16,8,4,11,3,2,1,2,1,0,2,1,0
666,47,2,4,1,925,4,65,2,1,4,1,18,3,1,0,3,3,2,3,2,1,2,3,3,2,3,1,0,2,9,0
667,22,3,1,1,926,2,34,3,2,3,0,19,3,1,1,4,3,4,3,2,0,2,3,2,2,2,1,0,2,5,1
668,41,2,4,1,927,2,57,1,1,4,4,13,3,3,1,10,1,2,7,7,1,0,3,2,2,1,1,0,2,3,1
669,28,9,3,1,930,3,77,3,1,3,5,18,3,2,1,6,2,3,2,2,2,2,3,2,2,1,1,1,4,7,0
670,39,6,3,1,932,4,70,3,1,1,7,21,4,4,0,8,2,1,2,2,2,2,3,2,1,2,1,0,4,3,1
671,27,4,3,1,933,2,76,3,1,3,1,19,3,3,0,1,2,3,1,1,0,0,3,2,2,3,1,1,2,7,0
672,34,10,3,1,934,2,83,3,1,2,1,14,3,2,2,1,3,3,1,0,1,0,3,2,1,1,1,1,2,3,0
673,42,14,2,1,936,3,68,2,2,3,7,17,3,1,0,10,6,3,5,4,0,3,3,3,2,3,1,1,4,8,0
674,33,1,4,1,939,3,100,2,1,1,3,11,3,2,0,6,1,3,3,2,0,2,3,2,1,3,1,0,5,7,0
675,58,5,3,1,940,3,37,2,3,2,2,13,3,4,1,24,3,3,6,0,0,4,3,2,2,1,1,0,6,1,0
676,31,7,4,1,941,2,41,2,1,3,3,15,3,2,0,13,2,4,7,7,5,2,3,3,1,2,1,1,2,9,0
677,35,21,1,1,942,4,51,3,2,4,1,25,4,4,1,10,2,1,10,6,0,7,3,2,2,2,1,0,2,1,0
678,49,8,2,1,944,1,51,3,3,2,4,11,3,3,1,29,3,2,26,9,1,7,3,2,2,2,1,1,5,3,0
679,48,20,4,1,945,4,51,3,1,3,4,17,3,1,2,13,2,2,0,0,0,0,3,2,1,2,1,1,4,7,0
680,31,20,2,1,947,4,45,3,2,3,1,13,3,4,1,9,2,2,9,8,0,0,1,3,2,2,1,1,3,8,0
681,36,7,4,1,949,2,65,3,1,4,2,18,3,3,0,8,6,3,6,2,0,1,3,2,1,3,1,1,5,7,0
682,38,1,3,1,950,4,80,3,3,1,1,13,3,2,1,15,3,3,15,12,5,11,3,2,2,2,1,1,6,6,0
683,32,1,3,1,951,3,70,2,1,2,6,20,4,3,0,5,3,3,3,0,0,2,1,2,2,2,1,1,2,3,0
684,25,19,2,1,952,3,36,2,1,2,1,18,3,3,3,1,2,3,1,0,0,0,3,3,1,2,1,0,3,9,1
685,40,10,4,1,954,1,67,2,3,2,2,12,3,2,1,11,2,2,1,0,0,0,3,3,1,1,1,1,3,8,0
686,26,1,3,1,956,3,52,2,2,1,1,12,3,2,0,7,2,3,7,7,0,7,2,3,1,3,1,1,4,8,0
687,41,6,3,1,957,4,59,3,1,1,2,13,3,3,0,20,3,3,18,13,2,17,3,2,1,3,1,0,4,3,0
688,36,2,4,1,958,3,79,3,1,3,4,21,4,3,0,16,6,3,11,8,3,9,3,2,1,3,1,1,4,3,0
689,19,21,3,1,959,4,37,2,1,2,1,13,3,2,0,1,3,4,1,0,0,0,3,3,1,3,1,0,5,9,1
690,20,4,3,1,960,1,84,3,1,1,1,19,3,2,0,1,2,3,1,0,0,0,3,2,1,3,1,1,6,3,1
691,31,12,3,1,961,4,41,3,2,4,0,11,3,3,2,10,2,1,9,7,8,5,3,2,2,2,1,0,4,1,0
692,40,9,4,1,964,4,35,3,1,2,8,14,3,4,1,3,2,3,1,1,0,0,2,2,1,1,1,0,4,7,0
693,32,3,4,1,966,3,93,3,2,1,1,12,3,3,1,8,2,4,8,7,6,3,3,2,2,2,1,1,4,5,0
694,36,3,1,1,967,3,51,2,3,4,1,11,3,1,1,16,6,3,16,7,3,7,3,3,1,2,1,0,2,8,1
695,33,1,3,1,969,2,42,2,2,4,0,14,3,1,0,6,3,3,5,0,1,4,3,2,2,3,1,1,2,1,0
696,37,1,4,1,970,1,46,2,3,3,5,11,3,3,0,17,2,1,14,1,11,7,3,3,1,2,1,1,2,8,1
697,45,4,2,1,972,3,57,3,2,2,1,12,3,2,0,9,5,2,9,7,0,8,1,2,1,2,1,1,2,3,0
698,29,20,3,1,974,3,84,3,1,4,1,15,3,2,1,3,5,3,3,1,0,2,2,3,2,2,1,1,6,9,0
699,35,18,3,1,975,3,86,3,2,3,1,16,3,2,0,5,3,3,5,2,1,0,3,3,2,2,1,1,4,8,0
700,52,1,2,1,976,4,70,3,4,4,2,15,3,2,1,26,2,2,9,8,7,8,3,2,1,2,1,1,2,4,0
701,58,2,3,1,977,4,51,3,1,3,4,24,4,1,0,7,4,3,1,0,0,0,3,2,1,3,1,1,6,7,1
702,53,2,2,1,981,3,45,3,4,3,6,13,3,3,1,22,3,4,17,13,15,2,3,3,1,1,1,1,4,4,0
703,30,8,2,1,982,3,62,3,3,3,5,11,3,1,1,10,2,4,8,4,7,7,3,3,1,1,1,1,5,8,0
704,38,10,3,1,983,3,85,3,2,4,1,13,3,2,0,6,1,3,5,3,1,3,1,3,2,3,1,0,6,8,0
705,35,3,4,1,984,4,92,3,3,4,6,13,3,2,1,12,2,3,10,9,0,8,3,3,1,1,1,1,2,8,0
706,39,2,5,1,985,1,41,4,3,3,0,18,3,4,0,9,3,3,8,7,0,7,3,3,1,3,1,1,2,8,0
707,40,24,3,1,986,2,100,4,4,2,4,16,3,4,0,22,2,2,1,0,0,0,1,3,2,3,1,0,2,8,1
708,47,16,4,1,987,3,64,4,2,3,1,19,3,3,0,20,3,4,19,10,2,7,2,2,1,1,1,0,4,5,0
709,36,8,4,1,990,1,84,3,2,4,4,13,3,4,2,12,3,3,7,7,0,7,1,3,1,1,1,1,6,8,0
710,31,9,2,1,991,3,46,2,1,1,0,22,4,1,0,4,0,3,3,2,1,2,1,2,1,3,1,0,4,7,1
711,33,17,3,1,992,4,38,3,4,3,1,11,3,4,0,10,2,3,10,8,6,0,1,3,1,3,1,1,2,4,0
712,29,10,3,1,994,4,92,2,1,1,6,20,4,3,0,3,5,3,0,0,0,0,3,2,2,3,1,0,2,7,1
713,33,13,1,1,995,2,53,3,1,4,3,18,3,1,0,5,4,3,3,2,0,2,3,2,2,3,1,1,2,7,0
714,45,1,4,1,996,4,91,3,1,4,3,14,3,4,2,8,2,3,5,3,0,2,3,2,2,1,1,1,4,3,0
715,50,1,2,1,997,4,66,3,4,4,9,22,4,3,1,32,1,2,5,4,1,3,3,2,1,1,1,1,4,6,0
716,33,1,4,1,998,3,84,4,2,2,1,13,3,1,1,6,2,3,6,5,1,2,2,2,2,2,1,0,5,1,0
717,41,9,3,1,999,1,64,3,5,3,2,17,3,2,1,21,2,4,18,16,0,11,2,2,1,1,1,1,4,6,0
718,27,16,4,1,1001,3,37,3,1,2,9,14,3,2,1,4,2,3,2,2,2,2,3,2,2,2,1,1,6,3,0
719,45,23,2,1,1002,4,42,3,2,1,1,15,3,3,1,9,2,3,9,8,0,8,1,2,1,2,1,0,2,3,0
720,47,4,2,1,1003,4,83,3,2,4,1,17,3,3,0,9,0,3,9,0,0,7,3,3,2,3,1,0,2,8,0
721,30,22,3,1,1004,1,48,3,1,3,4,11,3,2,0,7,2,3,5,2,0,1,3,2,2,2,1,0,2,7,1
722,50,24,3,1,1005,4,95,3,4,3,3,18,3,4,1,22,2,3,12,11,1,5,3,2,1,2,1,0,2,5,0
723,38,10,1,1,1006,3,66,3,1,3,0,17,3,2,1,3,0,2,2,1,0,2,2,2,1,2,1,1,4,7,0
724,46,7,2,1,1007,4,75,3,3,3,6,13,3,2,1,13,3,3,8,7,0,7,3,2,1,1,1,1,4,5,0
725,24,17,1,1,1009,4,41,2,2,3,1,15,3,2,2,5,6,3,4,2,3,2,3,2,2,1,1,1,4,5,0
726,35,14,4,1,1010,3,39,2,1,2,1,24,4,4,1,5,2,1,4,2,0,2,3,2,1,1,1,0,5,3,1
727,31,1,1,1,1011,3,96,3,2,1,1,12,3,3,1,4,1,3,4,3,0,3,2,2,2,2,1,1,2,5,0
728,18,5,2,1,1012,2,73,3,1,4,1,15,3,4,0,0,2,3,0,0,0,0,1,2,1,3,1,1,2,7,0
729,54,17,3,1,1013,3,56,3,3,3,8,11,3,3,1,22,2,3,10,7,0,8,3,2,2,2,1,1,6,5,0
730,35,25,4,1,1014,3,57,3,3,3,1,11,3,3,1,16,3,2,16,10,10,1,3,2,2,1,1,0,4,1,0
731,30,8,2,1,1015,2,73,4,3,1,0,12,3,3,3,9,4,2,8,7,1,7,3,2,2,2,1,0,2,6,0
732,20,11,3,1,1016,4,98,2,1,1,1,15,3,1,0,1,2,3,1,0,0,0,3,2,2,3,1,0,4,7,1
733,30,5,3,1,1017,2,60,3,1,2,0,17,3,1,0,4,3,3,3,2,1,2,2,2,2,3,1,1,4,3,1
734,26,2,2,1,1018,4,32,4,2,4,1,12,3,2,0,8,2,3,8,7,1,3,3,2,1,2,1,1,4,5,0
735,22,8,1,1,1019,2,94,1,1,1,1,15,3,1,1,4,3,2,4,3,1,1,3,2,1,2,1,1,2,3,0
736,48,6,3,1,1022,1,97,2,2,3,2,13,3,4,0,19,0,3,2,2,2,2,3,2,1,3,1,1,2,1,0
737,48,4,4,1,1024,3,78,2,3,3,7,14,3,2,0,27,3,3,15,11,4,8,3,2,1,3,1,1,2,1,0
738,41,7,2,1,1025,4,42,3,2,3,6,14,3,2,0,8,6,3,2,2,2,1,3,2,2,3,1,1,4,5,0
739,39,1,1,1,1026,4,65,2,4,4,1,16,3,3,1,21,3,3,21,6,11,8,3,2,2,2,1,1,2,5,0
740,27,2,4,1,1027,1,47,3,2,4,0,18,3,2,1,4,2,3,3,2,2,2,3,2,2,2,1,1,2,5,0
741,35,10,3,1,1028,2,45,3,1,4,1,20,4,1,1,3,4,2,3,2,1,2,3,2,1,1,1,1,5,3,0
742,42,5,2,1,1029,4,90,3,5,3,6,13,3,2,0,21,3,4,1,0,0,0,3,3,1,2,1,1,3,4,0
743,50,9,3,1,1030,1,64,3,1,4,4,18,3,2,0,8,5,3,1,0,0,0,3,2,1,2,1,1,2,3,0
744,59,2,3,1,1032,3,69,2,4,4,3,13,3,1,0,30,4,3,5,3,4,3,3,2,2,3,1,0,2,5,0
745,37,11,2,1,1033,1,61,1,2,2,5,15,3,1,0,15,2,1,1,0,0,0,3,2,2,2,1,1,4,1,1
746,55,18,4,1,1034,3,62,3,2,2,3,14,3,4,2,17,3,3,8,7,6,7,2,2,1,2,1,0,4,1,0
747,41,7,1,1,1035,2,55,1,5,3,1,22,4,2,2,21,3,3,21,16,5,10,1,2,2,1,1,1,2,6,0
748,38,3,4,1,1036,2,42,3,2,4,8,12,3,3,0,19,1,3,1,0,0,0,3,3,1,3,1,0,2,8,0
749,26,29,2,1,1037,2,79,1,2,1,8,18,3,4,0,7,6,3,2,2,2,2,1,3,1,3,1,1,4,8,1
750,52,2,1,1,1038,1,57,1,5,4,1,15,3,4,1,33,3,3,32,14,6,9,3,3,2,2,1,1,3,4,1
751,44,28,3,1,1039,4,53,4,4,4,3,18,3,3,1,23,2,3,12,11,11,11,3,3,2,2,1,0,4,8,0
752,50,1,3,1,1040,4,95,3,2,3,0,12,3,1,1,19,3,3,18,7,0,13,1,3,2,2,1,1,2,8,0
753,36,16,4,1,1042,3,43,4,1,1,1,16,3,3,0,18,1,3,17,13,15,14,3,2,2,3,1,1,2,3,1
754,39,22,3,1,1043,4,82,3,3,1,1,13,3,3,0,21,2,3,21,6,2,8,2,2,2,3,1,0,4,5,0
755,33,8,1,1,1044,2,88,2,1,4,0,19,3,4,0,3,2,2,2,2,2,2,1,3,2,3,1,1,2,9,0
756,45,11,2,1,1045,4,90,3,4,4,3,13,3,2,1,26,4,4,9,3,1,1,3,3,2,2,1,1,2,4,0
757,32,29,4,1,1046,4,69,3,1,3,9,12,3,2,0,10,2,3,8,7,7,7,1,2,2,3,1,1,4,3,0
758,34,1,4,1,1047,2,75,4,2,4,0,11,3,4,1,16,2,2,15,1,0,9,3,3,1,1,1,1,3,8,0
759,59,1,2,1,1048,2,66,3,3,4,3,14,3,3,1,14,1,1,6,4,0,4,3,3,1,2,1,0,6,4,0
760,45,24,4,1,1049,2,36,3,1,2,1,16,3,1,0,6,3,3,6,3,0,4,3,1,1,3,1,1,4,2,0
761,53,2,3,1,1050,3,38,2,3,2,2,12,3,1,1,30,2,3,15,7,6,12,2,3,2,2,1,1,3,8,0
762,36,15,3,1,1052,1,81,3,2,3,7,14,3,2,1,9,3,2,1,0,0,0,3,2,1,1,1,1,5,3,1
763,26,2,3,1,1053,1,57,3,1,1,6,14,3,2,1,6,2,3,3,2,1,2,2,2,1,2,1,0,2,7,1
764,34,10,4,1,1055,3,87,3,1,3,1,19,3,4,1,1,2,3,1,1,0,0,3,3,2,2,1,0,2,9,0
765,28,10,1,1,1056,4,74,3,1,2,1,22,4,2,0,1,5,3,1,0,0,0,3,3,1,2,1,1,4,9,0
766,38,3,4,1,1060,3,44,3,1,3,3,16,3,1,1,8,2,3,2,2,2,2,2,2,1,2,1,1,5,7,0
767,50,2,4,1,1061,2,62,3,5,3,2,11,3,4,1,29,2,2,8,1,7,7,3,2,1,2,1,0,4,6,0
768,37,3,3,1,1062,4,35,3,2,2,3,15,3,1,0,8,3,2,4,3,0,1,3,2,2,3,1,1,5,1,0
769,40,26,3,1,1066,3,74,3,2,1,1,14,3,2,1,8,3,2,7,7,7,5,3,3,1,2,1,1,3,8,0
770,26,1,1,1,1068,1,66,2,1,3,1,13,3,3,2,5,5,3,5,3,1,3,2,2,2,1,1,1,4,7,0
771,46,1,4,1,1069,4,40,3,5,4,9,17,3,4,2,23,0,3,2,2,2,2,3,2,1,1,1,1,4,6,0
772,54,2,4,1,1070,3,41,2,3,3,6,11,3,2,1,13,4,3,9,4,7,0,3,3,2,2,1,1,2,8,0
773,56,9,3,1,1071,1,63,3,1,3,2,19,3,2,1,18,4,3,5,4,0,3,2,2,2,2,1,1,4,7,0
774,36,12,5,1,1073,4,51,2,3,4,0,11,3,2,0,15,2,2,14,8,7,8,3,2,2,3,1,1,4,5,0
775,55,2,1,1,1074,3,40,2,4,1,7,15,3,2,0,31,3,4,9,7,6,2,1,2,1,3,1,1,4,4,0
776,43,25,3,1,1076,3,79,2,3,4,5,13,3,3,1,18,5,3,1,0,0,0,3,3,1,1,1,1,4,8,0
777,20,9,3,1,1077,4,54,3,1,4,1,14,3,2,0,2,3,3,2,2,0,2,2,3,2,3,1,0,3,9,1
778,21,10,3,1,1079,3,36,2,1,1,1,13,3,1,0,1,6,2,1,0,1,0,3,2,2,3,1,1,2,3,1
779,46,8,4,1,1080,4,74,2,2,1,8,23,4,1,3,19,2,3,16,13,1,7,3,2,2,1,1,0,2,7,0
780,51,4,4,1,1081,1,34,3,1,3,9,12,3,3,3,18,2,4,10,0,2,7,3,2,1,2,1,0,2,7,1
781,28,24,2,1,1082,2,72,2,3,1,1,12,3,1,0,10,2,2,10,7,1,9,1,2,1,3,1,1,6,1,1
782,26,1,2,1,1083,1,59,2,1,1,1,16,3,1,2,6,2,3,5,3,1,3,3,2,1,2,1,1,4,3,0
783,30,20,3,1,1084,3,85,3,2,1,0,15,3,3,1,7,1,2,6,2,0,2,3,2,1,2,1,1,5,5,0
784,41,7,2,1,1085,2,43,4,1,3,1,13,3,3,0,10,3,3,10,6,0,8,3,2,2,2,1,1,6,7,0
785,38,17,1,1,1088,3,65,2,3,3,0,18,3,1,1,20,4,2,19,9,1,9,3,2,2,2,1,1,2,1,0
786,40,20,4,1,1092,1,61,3,3,4,4,20,4,4,1,14,6,3,11,10,11,1,3,2,1,2,1,1,6,1,0
787,27,8,5,1,1094,1,87,1,1,3,1,19,3,4,3,3,4,3,3,2,1,2,1,2,1,2,1,1,2,3,0
788,55,2,1,1,1096,4,65,3,3,2,3,18,3,2,1,23,4,3,3,2,1,2,2,2,1,2,1,1,2,5,0
789,28,10,3,1,1097,3,59,3,2,3,3,13,3,4,0,10,4,4,8,7,1,7,3,2,2,3,1,1,5,7,0
790,44,1,2,1,1098,2,91,2,3,1,9,14,3,4,1,24,1,3,20,6,3,6,3,1,1,2,1,1,4,2,1
791,33,5,3,1,1099,4,34,2,3,4,4,15,3,3,1,9,2,3,3,2,1,2,3,2,1,1,1,1,2,1,0
792,35,4,3,1,1100,4,86,3,3,1,0,22,4,1,0,9,2,3,8,7,4,7,3,3,1,3,1,0,6,8,1
793,33,29,4,1,1101,1,54,2,2,3,1,22,4,2,0,14,4,3,13,7,3,8,2,2,2,3,1,1,4,7,1
794,28,15,2,1,1102,1,50,3,1,3,1,16,3,4,1,4,5,2,4,2,2,2,3,2,1,1,1,1,2,3,0
795,34,3,1,1,1103,1,45,3,2,4,0,17,3,3,0,7,1,2,6,2,0,4,2,2,1,3,1,1,2,1,0
796,37,10,4,1,1105,4,88,2,2,4,2,14,3,3,3,8,5,3,1,0,0,0,3,3,2,1,1,0,2,8,0
797,25,4,1,1,1106,4,32,3,1,4,1,15,3,2,1,7,3,4,7,7,5,6,3,2,1,2,1,0,6,3,1
798,26,21,3,1,1107,1,37,3,1,3,1,20,4,3,1,1,0,2,1,1,0,0,3,2,1,1,1,1,4,3,1
799,33,25,3,1,1108,1,55,2,1,2,4,20,4,2,0,5,0,3,2,2,2,2,3,2,1,3,1,0,4,7,1
800,42,2,2,1,1109,4,35,3,4,1,0,17,3,4,1,23,3,3,22,6,13,7,3,2,1,2,1,1,4,4,0
801,28,1,3,1,1111,1,45,2,1,2,1,15,3,1,2,1,2,3,1,0,0,0,2,2,1,1,1,1,4,3,1
802,50,1,4,1,1113,4,81,3,2,3,3,14,3,4,0,5,4,3,0,0,0,0,2,3,1,3,1,0,5,8,1
803,33,7,3,1,1114,4,30,3,2,2,0,17,3,3,1,4,3,3,3,2,0,2,2,3,2,2,1,1,2,8,0
804,34,3,4,1,1115,3,40,2,1,4,3,17,3,4,3,6,2,3,0,0,0,0,1,2,1,2,1,1,2,7,0
805,48,1,4,1,1116,1,35,4,4,4,2,22,4,3,0,27,3,2,5,4,2,1,1,2,1,3,1,1,4,4,0
806,45,9,4,1,1117,2,65,2,2,3,1,13,3,4,1,15,2,3,15,10,4,12,1,3,2,2,1,1,2,8,0
807,52,7,4,1,1118,2,87,3,3,2,7,19,3,4,0,18,4,3,8,6,4,0,3,2,1,3,1,1,2,1,0
808,38,10,4,1,1119,3,73,2,3,3,0,14,3,2,2,9,2,3,8,7,2,7,3,3,1,1,1,0,3,8,0
809,29,28,4,1,1120,3,93,3,1,4,4,22,4,1,1,11,1,3,7,5,1,7,3,2,2,1,1,1,2,7,0
810,28,3,3,1,1121,4,93,3,3,2,0,17,3,2,3,10,3,2,9,7,1,7,3,2,2,1,1,1,4,5,0
811,46,3,1,1,1124,1,52,3,4,3,3,12,3,4,1,23,3,3,12,9,4,9,3,3,1,2,1,1,3,4,0
812,38,2,2,1,1125,4,32,3,3,2,7,16,3,3,0,10,2,3,1,0,0,0,3,3,1,3,1,1,3,8,0
813,43,27,3,1,1126,3,83,3,3,1,8,11,3,3,1,18,1,3,8,7,0,1,2,2,2,2,1,1,2,5,0
814,39,2,3,1,1127,1,84,3,4,4,7,11,3,4,3,21,4,3,18,7,11,5,2,2,1,1,1,1,2,1,1
815,40,14,3,1,1128,3,44,2,5,3,1,14,3,1,0,21,2,4,20,7,4,9,3,2,1,3,1,1,4,6,0
816,21,1,1,1,1131,4,70,2,1,2,1,11,3,3,0,2,6,4,2,2,2,2,3,2,2,3,1,0,6,7,0
817,39,9,3,1,1132,3,70,3,2,2,9,15,3,3,0,9,2,2,5,4,0,3,1,2,1,3,1,1,2,3,0
818,36,18,4,1,1133,1,78,3,2,4,2,20,4,1,0,18,0,3,11,9,0,9,1,2,1,3,1,1,2,5,0
819,31,20,3,1,1135,3,67,4,1,4,0,12,3,1,1,3,4,3,2,2,2,2,2,3,1,2,1,1,2,9,0
820,28,2,1,1,1136,1,67,2,1,2,0,17,3,1,0,6,2,1,5,3,0,4,3,2,1,2,1,1,2,7,0
821,35,11,2,1,1137,4,54,3,2,4,1,11,3,4,1,5,3,3,5,2,0,2,2,3,1,1,1,1,3,8,0
822,49,8,4,1,1138,4,56,2,4,2,6,17,3,2,1,22,3,3,9,8,2,3,3,3,1,2,1,1,6,8,0
823,34,2,2,1,1140,4,95,3,2,3,2,11,3,4,0,5,3,2,3,2,0,2,2,2,1,3,1,1,2,5,0
824,29,10,3,1,1143,4,61,3,1,2,0,14,3,4,2,8,2,2,7,5,1,1,2,2,2,1,1,1,2,7,0
825,42,29,3,1,1148,2,56,1,2,4,4,19,3,1,0,16,3,3,1,0,0,0,3,2,1,3,1,1,4,3,0
826,29,8,1,1,1150,2,79,2,2,4,1,15,3,3,1,10,2,2,10,7,1,2,3,2,1,2,1,0,4,5,0
827,38,1,3,1,1152,3,37,4,1,3,1,13,3,4,1,7,2,4,7,6,5,0,3,1,1,2,1,1,1,2,0
828,28,6,3,1,1154,3,39,2,1,3,1,14,3,4,1,3,2,3,3,1,0,2,2,2,1,1,1,0,2,7,0
829,18,8,1,1,1156,3,80,3,1,3,1,12,3,4,0,0,0,3,0,0,0,0,1,2,1,3,1,1,4,3,1
830,33,9,4,1,1157,1,77,3,2,1,0,17,3,1,0,6,3,3,5,2,0,3,3,3,2,3,1,0,3,8,1
831,41,12,4,1,1158,2,46,3,1,4,3,11,3,1,1,6,4,3,1,0,0,0,3,2,1,2,1,0,2,3,0
832,31,15,3,1,1160,3,72,3,1,3,1,12,3,3,1,2,5,2,2,2,2,2,2,2,1,2,1,1,4,3,1
833,37,25,2,1,1161,3,52,2,2,4,7,13,3,3,2,9,2,3,6,2,1,3,3,2,2,1,1,1,4,1,0
834,27,6,3,1,1162,4,55,2,1,3,1,13,3,3,1,4,0,3,4,2,2,2,3,2,1,2,1,1,2,7,0
835,34,9,1,1,1163,2,70,3,2,3,1,20,4,1,0,6,3,2,6,5,1,3,3,3,2,2,1,1,2,8,0
836,35,8,4,1,1164,3,100,3,1,3,1,17,3,2,0,6,2,1,5,4,1,4,3,1,1,3,1,1,6,2,0
837,29,23,1,1,1165,4,45,2,3,1,1,13,3,1,1,11,3,1,11,8,3,10,3,3,2,2,1,1,2,8,1
838,40,9,4,1,1166,2,88,3,3,3,9,17,3,3,0,20,3,2,18,7,2,13,2,2,2,3,1,1,4,6,0
839,42,12,3,1,1167,3,44,3,4,1,0,12,3,2,0,22,2,2,21,9,13,14,2,3,1,3,1,0,2,8,1
840,42,4,4,1,1171,2,45,3,2,1,7,13,3,4,0,9,3,4,6,4,1,5,3,3,1,3,1,1,3,8,0
841,35,1,4,1,1172,4,58,2,1,3,6,12,3,2,1,10,2,3,8,0,1,7,3,2,1,2,1,1,4,3,0
842,24,24,3,1,1173,4,49,3,1,2,8,22,4,4,0,6,2,3,4,3,1,2,3,2,1,3,1,1,4,3,0
843,28,12,1,1,1175,3,79,3,1,4,1,11,3,4,0,1,4,2,1,1,0,0,3,2,2,2,1,0,2,3,1
844,26,3,4,1,1177,1,82,4,1,4,1,22,4,2,1,8,2,3,8,7,0,7,3,2,1,2,1,1,4,3,0
845,30,10,3,1,1179,3,72,2,2,3,1,18,3,1,1,10,3,3,10,3,1,4,3,3,1,2,1,1,3,8,0
846,40,26,2,1,1180,3,92,2,2,4,3,13,3,4,1,16,3,1,1,1,0,0,2,2,2,2,1,0,4,7,0
847,35,2,3,1,1182,3,44,2,3,2,2,18,3,2,1,15,2,4,7,7,6,4,3,2,1,1,1,1,2,5,0
848,34,1,3,1,1184,4,97,2,2,1,0,20,4,3,0,14,3,3,13,9,4,9,2,2,1,3,1,1,4,1,0
849,35,4,4,1,1185,4,47,2,1,4,1,13,3,2,1,2,2,4,2,2,2,2,2,2,1,2,1,1,5,3,0
850,43,9,3,1,1188,1,85,1,2,3,8,13,3,2,0,7,2,2,4,3,1,3,3,3,2,3,1,1,3,8,1
